IDCode,orig_order,item,group,response,response_time_sec,sex
tivy194,29,x29,Addition2,0,7.3225,M
tivy194,30,x30,Addition2,1,7.3225,M
tivy194,31,x31,Addition2,1,7.3225,M
tivy194,32,x32,Subtraction2,1,6.733,M
tivy194,33,x33,Subtraction2,1,6.733,M
tivy194,34,x34,Subtraction2,1,6.733,M
tivy194,35,x35,Subtraction2,0,6.733,M
tivy194,36,x36,WordPuzzle,0,61.2605,M
tivy194,37,x37,WordPuzzle,0,61.2605,M
tivy194,38,x38,Subtraction3,1,4.845,M
tivy194,39,x39,Subtraction3,1,4.845,M
tivy194,40,x40,Subtraction3,1,4.845,M
tivy194,41,x41,Multiplication2,1,12.086,M
tivy194,42,x42,Multiplication2,1,12.086,M
tivy194,43,x43,Multiplication2,1,12.086,M
tivy194,44,x44,Multiplication2,1,12.086,M
tivy194,45,x45,MapDistance,0,27.328,M
tivy194,46,x46,MapDistance,0,27.328,M
tivy194,47,x47,MapDistance,0,27.328,M
tivy194,48,x48,MissingNumber_Division,1,9.6465,M
tivy194,49,x49,MissingNumber_Division,0,9.6465,M
tivy194,50,x50,LogicalReasoning,0,14.542,M
tivy194,51,x51,LogicalReasoning,0,14.542,M
tivy194,52,x52,LogicalReasoning,1,14.542,M
tivy194,53,x53,LogicalReasoning,0,14.542,M
tivy194,54,x54,Division3,1,11.83,M
tivy194,55,x55,Division3,0,11.83,M
tivy194,56,x56,Division3,1,11.83,M
tivy194,57,x57,DebugRobotCode,0,30.045,M
biry098,1,x1,Rally,1,11.2,M
biry098,2,x2,Rally,1,11.2,M
biry098,3,x3,Rally,1,11.2,M
biry098,4,x4,Rally,0,11.2,M
biry098,5,x5,Rally,1,11.2,M
biry098,6,x6,Rally,1,11.2,M
biry098,7,x7,Rally,1,11.2,M
biry098,8,x8,Rally,1,11.2,M
biry098,9,x9,Rally,0,11.2,M
biry098,10,x10,Rally,0,11.2,M
biry098,11,x11,Subtraction1,1,10.779,M
biry098,12,x12,Subtraction1,0,10.779,M
biry098,13,x13,Subtraction1,1,10.779,M
biry098,14,x14,Division1,1,18.549333333333333,M
biry098,15,x15,Division1,1,18.549333333333333,M
biry098,16,x16,Division1,0,18.549333333333333,M
biry098,17,x17,BasicGeometry,1,14.7232,M
biry098,18,x18,BasicGeometry,0,14.7232,M
biry098,19,x19,BasicGeometry,1,14.7232,M
biry098,20,x20,BasicGeometry,1,14.7232,M
biry098,21,x21,BasicGeometry,1,14.7232,M
biry098,22,x22,RainfallStatistics,0,52.30766666666666,M
biry098,23,x23,RainfallStatistics,0,52.30766666666666,M
biry098,24,x24,RainfallStatistics,0,52.30766666666666,M
biry098,25,x25,MissingNumber_Subtraction,0,44.36833333333333,M
biry098,26,x26,MissingNumber_Subtraction,1,44.36833333333333,M
biry098,27,x27,MissingNumber_Subtraction,1,44.36833333333333,M
biry098,28,x28,Addition2,1,18.38675,M
biry098,29,x29,Addition2,1,18.38675,M
biry098,30,x30,Addition2,1,18.38675,M
biry098,31,x31,Addition2,1,18.38675,M
biry098,32,x32,Subtraction2,1,11.70475,M
biry098,33,x33,Subtraction2,1,11.70475,M
biry098,34,x34,Subtraction2,1,11.70475,M
biry098,35,x35,Subtraction2,1,11.70475,M
biry098,36,x36,WordPuzzle,0,61.2605,M
biry098,37,x37,WordPuzzle,0,61.2605,M
biry098,38,x38,Subtraction3,1,9.088,M
biry098,39,x39,Subtraction3,1,9.088,M
biry098,40,x40,Subtraction3,1,9.088,M
biry098,41,x41,Multiplication2,1,21.04525,M
biry098,42,x42,Multiplication2,1,21.04525,M
biry098,43,x43,Multiplication2,1,21.04525,M
biry098,44,x44,Multiplication2,1,21.04525,M
biry098,45,x45,MapDistance,0,31.087333333333333,M
biry098,46,x46,MapDistance,0,31.087333333333333,M
biry098,47,x47,MapDistance,0,31.087333333333333,M
biry098,48,x48,MissingNumber_Division,0,14.27725,M
biry098,49,x49,MissingNumber_Division,0,14.27725,M
biry098,50,x50,LogicalReasoning,0,22.6695,M
biry098,51,x51,LogicalReasoning,0,22.6695,M
biry098,52,x52,LogicalReasoning,0,22.6695,M
biry098,53,x53,LogicalReasoning,0,22.6695,M
biry098,54,x54,Division3,0,34.806,M
biry098,55,x55,Division3,1,34.806,M
biry098,56,x56,Division3,0,34.806,M
biry098,57,x57,DebugRobotCode,0,35.0,M
tebo981,1,x1,Rally,1,8.2,M
tebo981,2,x2,Rally,0,8.2,M
tebo981,3,x3,Rally,1,8.2,M
tebo981,4,x4,Rally,1,8.2,M
tebo981,5,x5,Rally,1,8.2,M
tebo981,6,x6,Rally,1,8.2,M
tebo981,7,x7,Rally,1,8.2,M
tebo981,8,x8,Rally,0,8.2,M
tebo981,9,x9,Rally,0,8.2,M
tebo981,10,x10,Rally,0,8.2,M
tebo981,11,x11,Subtraction1,1,6.513,M
tebo981,12,x12,Subtraction1,0,6.513,M
tebo981,13,x13,Subtraction1,1,6.513,M
tebo981,14,x14,Division1,0,10.253,M
tebo981,15,x15,Division1,1,10.253,M
tebo981,16,x16,Division1,1,10.253,M
tebo981,17,x17,BasicGeometry,1,7.8478,M
tebo981,18,x18,BasicGeometry,1,7.8478,M
tebo981,19,x19,BasicGeometry,0,7.8478,M
tebo981,20,x20,BasicGeometry,1,7.8478,M
tebo981,21,x21,BasicGeometry,1,7.8478,M
tebo981,22,x22,RainfallStatistics,1,14.279666666666666,M
tebo981,23,x23,RainfallStatistics,1,14.279666666666666,M
tebo981,24,x24,RainfallStatistics,1,14.279666666666666,M
tebo981,25,x25,MissingNumber_Subtraction,1,10.702,M
tebo981,26,x26,MissingNumber_Subtraction,1,10.702,M
tebo981,27,x27,MissingNumber_Subtraction,1,10.702,M
tebo981,28,x28,Addition2,1,5.67125,M
tebo981,29,x29,Addition2,1,5.67125,M
tebo981,30,x30,Addition2,1,5.67125,M
tebo981,31,x31,Addition2,1,5.67125,M
tebo981,32,x32,Subtraction2,1,5.699,M
tebo981,33,x33,Subtraction2,1,5.699,M
tebo981,34,x34,Subtraction2,1,5.699,M
tebo981,35,x35,Subtraction2,1,5.699,M
tebo981,36,x36,WordPuzzle,1,55.8305,M
tebo981,37,x37,WordPuzzle,1,55.8305,M
tebo981,38,x38,Subtraction3,1,4.535333333333333,M
tebo981,39,x39,Subtraction3,1,4.535333333333333,M
tebo981,40,x40,Subtraction3,1,4.535333333333333,M
tebo981,41,x41,Multiplication2,1,11.14675,M
tebo981,42,x42,Multiplication2,1,11.14675,M
tebo981,43,x43,Multiplication2,1,11.14675,M
tebo981,44,x44,Multiplication2,1,11.14675,M
tebo981,45,x45,MapDistance,1,25.19533333333333,M
tebo981,46,x46,MapDistance,1,25.19533333333333,M
tebo981,47,x47,MapDistance,1,25.19533333333333,M
tebo981,48,x48,MissingNumber_Division,1,13.412,M
tebo981,49,x49,MissingNumber_Division,1,13.412,M
tebo981,50,x50,LogicalReasoning,1,24.95175,M
tebo981,51,x51,LogicalReasoning,0,24.95175,M
tebo981,52,x52,LogicalReasoning,1,24.95175,M
tebo981,53,x53,LogicalReasoning,1,24.95175,M
tebo981,54,x54,Division3,1,27.402,M
tebo981,55,x55,Division3,1,27.402,M
tebo981,56,x56,Division3,0,27.402,M
tebo981,57,x57,DebugRobotCode,1,71.0,M
jyma323,1,x1,Rally,1,7.1,F
jyma323,2,x2,Rally,0,7.1,F
jyma323,3,x3,Rally,1,7.1,F
jyma323,4,x4,Rally,1,7.1,F
jyma323,5,x5,Rally,1,7.1,F
jyma323,6,x6,Rally,1,7.1,F
jyma323,7,x7,Rally,0,7.1,F
jyma323,8,x8,Rally,1,7.1,F
jyma323,9,x9,Rally,0,7.1,F
jyma323,10,x10,Rally,0,7.1,F
jyma323,11,x11,Subtraction1,1,14.334333333333332,F
jyma323,12,x12,Subtraction1,1,14.334333333333332,F
jyma323,13,x13,Subtraction1,1,14.334333333333332,F
jyma323,14,x14,Division1,1,9.791333333333334,F
jyma323,15,x15,Division1,1,9.791333333333334,F
jyma323,16,x16,Division1,0,9.791333333333334,F
jyma323,17,x17,BasicGeometry,1,5.3306,F
jyma323,18,x18,BasicGeometry,1,5.3306,F
jyma323,19,x19,BasicGeometry,1,5.3306,F
jyma323,20,x20,BasicGeometry,1,5.3306,F
jyma323,21,x21,BasicGeometry,1,5.3306,F
jyma323,22,x22,RainfallStatistics,1,18.93466666666667,F
jyma323,23,x23,RainfallStatistics,1,18.93466666666667,F
jyma323,24,x24,RainfallStatistics,1,18.93466666666667,F
jyma323,25,x25,MissingNumber_Subtraction,1,17.872333333333334,F
jyma323,26,x26,MissingNumber_Subtraction,0,17.872333333333334,F
jyma323,27,x27,MissingNumber_Subtraction,1,17.872333333333334,F
jyma323,28,x28,Addition2,1,9.6925,F
jyma323,29,x29,Addition2,1,9.6925,F
jyma323,30,x30,Addition2,1,9.6925,F
jyma323,31,x31,Addition2,1,9.6925,F
jyma323,32,x32,Subtraction2,1,6.07625,F
jyma323,33,x33,Subtraction2,1,6.07625,F
jyma323,34,x34,Subtraction2,1,6.07625,F
jyma323,35,x35,Subtraction2,1,6.07625,F
jyma323,36,x36,WordPuzzle,1,76.752,F
jyma323,37,x37,WordPuzzle,1,76.752,F
jyma323,38,x38,Subtraction3,1,12.736333333333334,F
jyma323,39,x39,Subtraction3,1,12.736333333333334,F
jyma323,40,x40,Subtraction3,1,12.736333333333334,F
jyma323,41,x41,Multiplication2,1,11.00375,F
jyma323,42,x42,Multiplication2,1,11.00375,F
jyma323,43,x43,Multiplication2,1,11.00375,F
jyma323,44,x44,Multiplication2,1,11.00375,F
jyma323,45,x45,MapDistance,1,33.19433333333333,F
jyma323,46,x46,MapDistance,0,33.19433333333333,F
jyma323,47,x47,MapDistance,1,33.19433333333333,F
jyma323,48,x48,MissingNumber_Division,1,9.316,F
jyma323,49,x49,MissingNumber_Division,1,9.316,F
jyma323,50,x50,LogicalReasoning,0,2.6055,F
jyma323,51,x51,LogicalReasoning,0,2.6055,F
jyma323,52,x52,LogicalReasoning,0,2.6055,F
jyma323,53,x53,LogicalReasoning,1,2.6055,F
jyma323,54,x54,Division3,0,11.010666666666664,F
jyma323,55,x55,Division3,1,11.010666666666664,F
jyma323,56,x56,Division3,0,11.010666666666664,F
jyma323,57,x57,DebugRobotCode,0,24.0,F
cani065,1,x1,Rally,0,13.4,M
cani065,2,x2,Rally,1,13.4,M
cani065,3,x3,Rally,1,13.4,M
cani065,4,x4,Rally,1,13.4,M
cani065,5,x5,Rally,1,13.4,M
cani065,6,x6,Rally,0,13.4,M
cani065,7,x7,Rally,0,13.4,M
cani065,8,x8,Rally,1,13.4,M
cani065,9,x9,Rally,0,13.4,M
cani065,10,x10,Rally,0,13.4,M
cani065,11,x11,Subtraction1,1,20.075,M
cani065,12,x12,Subtraction1,1,20.075,M
cani065,13,x13,Subtraction1,0,20.075,M
cani065,14,x14,Division1,1,10.440666666666663,M
cani065,15,x15,Division1,1,10.440666666666663,M
cani065,16,x16,Division1,1,10.440666666666663,M
cani065,17,x17,BasicGeometry,1,10.9602,M
cani065,18,x18,BasicGeometry,1,10.9602,M
cani065,19,x19,BasicGeometry,0,10.9602,M
cani065,20,x20,BasicGeometry,1,10.9602,M
cani065,21,x21,BasicGeometry,1,10.9602,M
cani065,22,x22,RainfallStatistics,1,23.211,M
cani065,23,x23,RainfallStatistics,1,23.211,M
cani065,24,x24,RainfallStatistics,1,23.211,M
cani065,25,x25,MissingNumber_Subtraction,1,17.54133333333333,M
cani065,26,x26,MissingNumber_Subtraction,0,17.54133333333333,M
cani065,27,x27,MissingNumber_Subtraction,1,17.54133333333333,M
cani065,28,x28,Addition2,1,9.5305,M
cani065,29,x29,Addition2,1,9.5305,M
cani065,30,x30,Addition2,1,9.5305,M
cani065,31,x31,Addition2,1,9.5305,M
cani065,32,x32,Subtraction2,1,6.642,M
cani065,33,x33,Subtraction2,1,6.642,M
cani065,34,x34,Subtraction2,1,6.642,M
cani065,35,x35,Subtraction2,1,6.642,M
cani065,36,x36,WordPuzzle,1,64.393,M
cani065,37,x37,WordPuzzle,1,64.393,M
cani065,38,x38,Subtraction3,1,6.522,M
cani065,39,x39,Subtraction3,1,6.522,M
cani065,40,x40,Subtraction3,1,6.522,M
cani065,41,x41,Multiplication2,1,20.987,M
cani065,42,x42,Multiplication2,1,20.987,M
cani065,43,x43,Multiplication2,1,20.987,M
cani065,44,x44,Multiplication2,1,20.987,M
cani065,45,x45,MapDistance,1,22.71966666666667,M
cani065,46,x46,MapDistance,1,22.71966666666667,M
cani065,47,x47,MapDistance,1,22.71966666666667,M
cani065,48,x48,MissingNumber_Division,0,10.7185,M
cani065,49,x49,MissingNumber_Division,1,10.7185,M
cani065,50,x50,LogicalReasoning,1,31.27475,M
cani065,51,x51,LogicalReasoning,0,31.27475,M
cani065,52,x52,LogicalReasoning,1,31.27475,M
cani065,53,x53,LogicalReasoning,1,31.27475,M
cani065,54,x54,Division3,0,45.14833333333333,M
cani065,55,x55,Division3,1,45.14833333333333,M
cani065,56,x56,Division3,1,45.14833333333333,M
cani065,57,x57,DebugRobotCode,0,31.0,M
puxi257,1,x1,Rally,1,10.3,M
puxi257,2,x2,Rally,1,10.3,M
puxi257,3,x3,Rally,1,10.3,M
puxi257,4,x4,Rally,1,10.3,M
puxi257,5,x5,Rally,1,10.3,M
puxi257,6,x6,Rally,1,10.3,M
puxi257,7,x7,Rally,0,10.3,M
puxi257,8,x8,Rally,0,10.3,M
puxi257,9,x9,Rally,1,10.3,M
puxi257,10,x10,Rally,0,10.3,M
puxi257,11,x11,Subtraction1,0,5.472666666666667,M
puxi257,12,x12,Subtraction1,0,5.472666666666667,M
puxi257,13,x13,Subtraction1,0,5.472666666666667,M
puxi257,14,x14,Division1,1,8.802666666666665,M
puxi257,15,x15,Division1,1,8.802666666666665,M
puxi257,16,x16,Division1,0,8.802666666666665,M
puxi257,17,x17,BasicGeometry,1,5.3228,M
puxi257,18,x18,BasicGeometry,1,5.3228,M
puxi257,19,x19,BasicGeometry,1,5.3228,M
puxi257,20,x20,BasicGeometry,0,5.3228,M
puxi257,21,x21,BasicGeometry,1,5.3228,M
puxi257,22,x22,RainfallStatistics,0,22.906,M
puxi257,23,x23,RainfallStatistics,1,22.906,M
puxi257,24,x24,RainfallStatistics,0,22.906,M
puxi257,25,x25,MissingNumber_Subtraction,1,6.641333333333333,M
puxi257,26,x26,MissingNumber_Subtraction,1,6.641333333333333,M
puxi257,27,x27,MissingNumber_Subtraction,1,6.641333333333333,M
puxi257,28,x28,Addition2,1,6.13925,M
puxi257,29,x29,Addition2,1,6.13925,M
puxi257,30,x30,Addition2,1,6.13925,M
puxi257,31,x31,Addition2,1,6.13925,M
puxi257,32,x32,Subtraction2,1,5.213,M
puxi257,33,x33,Subtraction2,0,5.213,M
puxi257,34,x34,Subtraction2,1,5.213,M
puxi257,35,x35,Subtraction2,0,5.213,M
puxi257,36,x36,WordPuzzle,1,72.6615,M
puxi257,37,x37,WordPuzzle,1,72.6615,M
puxi257,38,x38,Subtraction3,1,7.157666666666667,M
puxi257,39,x39,Subtraction3,1,7.157666666666667,M
puxi257,40,x40,Subtraction3,1,7.157666666666667,M
puxi257,41,x41,Multiplication2,0,5.903,M
puxi257,42,x42,Multiplication2,0,5.903,M
puxi257,43,x43,Multiplication2,0,5.903,M
puxi257,44,x44,Multiplication2,0,5.903,M
puxi257,45,x45,MapDistance,0,22.11733333333333,M
puxi257,46,x46,MapDistance,0,22.11733333333333,M
puxi257,47,x47,MapDistance,0,22.11733333333333,M
puxi257,48,x48,MissingNumber_Division,0,10.4075,M
puxi257,49,x49,MissingNumber_Division,0,10.4075,M
puxi257,50,x50,LogicalReasoning,0,17.5545,M
puxi257,51,x51,LogicalReasoning,1,17.5545,M
puxi257,52,x52,LogicalReasoning,1,17.5545,M
puxi257,53,x53,LogicalReasoning,0,17.5545,M
puxi257,54,x54,Division3,0,4.11,M
puxi257,55,x55,Division3,0,4.11,M
puxi257,56,x56,Division3,0,4.11,M
puxi257,57,x57,DebugRobotCode,0,14.0,M
jemy201,1,x1,Rally,1,10.3,M
jemy201,2,x2,Rally,1,10.3,M
jemy201,3,x3,Rally,1,10.3,M
jemy201,4,x4,Rally,1,10.3,M
jemy201,5,x5,Rally,1,10.3,M
jemy201,6,x6,Rally,0,10.3,M
jemy201,7,x7,Rally,0,10.3,M
jemy201,8,x8,Rally,1,10.3,M
jemy201,9,x9,Rally,1,10.3,M
jemy201,10,x10,Rally,1,10.3,M
jemy201,11,x11,Subtraction1,1,7.596666666666667,M
jemy201,12,x12,Subtraction1,1,7.596666666666667,M
jemy201,13,x13,Subtraction1,1,7.596666666666667,M
jemy201,14,x14,Division1,1,7.256333333333333,M
jemy201,15,x15,Division1,0,7.256333333333333,M
jemy201,16,x16,Division1,1,7.256333333333333,M
jemy201,17,x17,BasicGeometry,1,5.4884,M
jemy201,18,x18,BasicGeometry,0,5.4884,M
jemy201,19,x19,BasicGeometry,1,5.4884,M
jemy201,20,x20,BasicGeometry,1,5.4884,M
jemy201,21,x21,BasicGeometry,1,5.4884,M
jemy201,22,x22,RainfallStatistics,1,19.917,M
jemy201,23,x23,RainfallStatistics,0,19.917,M
jemy201,24,x24,RainfallStatistics,0,19.917,M
jemy201,25,x25,MissingNumber_Subtraction,1,5.697333333333333,M
jemy201,26,x26,MissingNumber_Subtraction,1,5.697333333333333,M
jemy201,27,x27,MissingNumber_Subtraction,1,5.697333333333333,M
jemy201,28,x28,Addition2,1,5.4245,M
jemy201,29,x29,Addition2,1,5.4245,M
jemy201,30,x30,Addition2,1,5.4245,M
jemy201,31,x31,Addition2,1,5.4245,M
jemy201,32,x32,Subtraction2,1,10.94275,M
jemy201,33,x33,Subtraction2,1,10.94275,M
jemy201,34,x34,Subtraction2,1,10.94275,M
jemy201,35,x35,Subtraction2,1,10.94275,M
jemy201,36,x36,WordPuzzle,0,53.07,M
jemy201,37,x37,WordPuzzle,0,53.07,M
jemy201,38,x38,Subtraction3,1,7.956,M
jemy201,39,x39,Subtraction3,1,7.956,M
jemy201,40,x40,Subtraction3,1,7.956,M
jemy201,41,x41,Multiplication2,1,15.88625,M
jemy201,42,x42,Multiplication2,1,15.88625,M
jemy201,43,x43,Multiplication2,1,15.88625,M
jemy201,44,x44,Multiplication2,1,15.88625,M
jemy201,45,x45,MapDistance,1,21.459,M
jemy201,46,x46,MapDistance,0,21.459,M
jemy201,47,x47,MapDistance,0,21.459,M
jemy201,48,x48,MissingNumber_Division,0,34.427,M
jemy201,49,x49,MissingNumber_Division,1,34.427,M
jemy201,50,x50,LogicalReasoning,0,21.2505,M
jemy201,51,x51,LogicalReasoning,0,21.2505,M
jemy201,52,x52,LogicalReasoning,0,21.2505,M
jemy201,53,x53,LogicalReasoning,0,21.2505,M
jemy201,54,x54,Division3,0,24.250333333333334,M
jemy201,55,x55,Division3,1,24.250333333333334,M
jemy201,56,x56,Division3,0,24.250333333333334,M
jemy201,57,x57,DebugRobotCode,0,9.0,M
woqa919,1,x1,Rally,1,11.0,M
woqa919,2,x2,Rally,1,11.0,M
woqa919,3,x3,Rally,1,11.0,M
woqa919,4,x4,Rally,0,11.0,M
woqa919,5,x5,Rally,0,11.0,M
woqa919,6,x6,Rally,0,11.0,M
woqa919,7,x7,Rally,1,11.0,M
woqa919,8,x8,Rally,1,11.0,M
woqa919,9,x9,Rally,0,11.0,M
woqa919,10,x10,Rally,0,11.0,M
woqa919,11,x11,Subtraction1,1,16.787666666666667,M
woqa919,12,x12,Subtraction1,0,16.787666666666667,M
woqa919,13,x13,Subtraction1,1,16.787666666666667,M
woqa919,14,x14,Division1,1,12.476333333333336,M
woqa919,15,x15,Division1,1,12.476333333333336,M
woqa919,16,x16,Division1,1,12.476333333333336,M
woqa919,17,x17,BasicGeometry,0,12.4408,M
woqa919,18,x18,BasicGeometry,0,12.4408,M
woqa919,19,x19,BasicGeometry,1,12.4408,M
woqa919,20,x20,BasicGeometry,1,12.4408,M
woqa919,21,x21,BasicGeometry,1,12.4408,M
woqa919,22,x22,RainfallStatistics,1,27.27566666666667,M
woqa919,23,x23,RainfallStatistics,1,27.27566666666667,M
woqa919,24,x24,RainfallStatistics,1,27.27566666666667,M
woqa919,25,x25,MissingNumber_Subtraction,1,24.344,M
woqa919,26,x26,MissingNumber_Subtraction,1,24.344,M
woqa919,27,x27,MissingNumber_Subtraction,1,24.344,M
woqa919,28,x28,Addition2,1,10.38225,M
woqa919,29,x29,Addition2,0,10.38225,M
woqa919,30,x30,Addition2,1,10.38225,M
woqa919,31,x31,Addition2,1,10.38225,M
woqa919,32,x32,Subtraction2,1,5.96475,M
woqa919,33,x33,Subtraction2,1,5.96475,M
woqa919,34,x34,Subtraction2,1,5.96475,M
woqa919,35,x35,Subtraction2,1,5.96475,M
woqa919,36,x36,WordPuzzle,1,46.141,M
woqa919,37,x37,WordPuzzle,1,46.141,M
woqa919,38,x38,Subtraction3,1,5.027,M
woqa919,39,x39,Subtraction3,1,5.027,M
woqa919,40,x40,Subtraction3,0,5.027,M
woqa919,41,x41,Multiplication2,1,15.20825,M
woqa919,42,x42,Multiplication2,1,15.20825,M
woqa919,43,x43,Multiplication2,1,15.20825,M
woqa919,44,x44,Multiplication2,1,15.20825,M
woqa919,45,x45,MapDistance,0,48.748,M
woqa919,46,x46,MapDistance,1,48.748,M
woqa919,47,x47,MapDistance,1,48.748,M
woqa919,48,x48,MissingNumber_Division,1,38.5255,M
woqa919,49,x49,MissingNumber_Division,1,38.5255,M
woqa919,50,x50,LogicalReasoning,0,56.73425,M
woqa919,51,x51,LogicalReasoning,1,56.73425,M
woqa919,52,x52,LogicalReasoning,1,56.73425,M
woqa919,53,x53,LogicalReasoning,1,56.73425,M
woqa919,54,x54,Division3,1,29.05733333333333,M
woqa919,55,x55,Division3,1,29.05733333333333,M
woqa919,56,x56,Division3,0,29.05733333333333,M
woqa919,57,x57,DebugRobotCode,1,74.564,M
huze427,1,x1,Rally,1,16.4,F
huze427,2,x2,Rally,0,16.4,F
huze427,3,x3,Rally,1,16.4,F
huze427,4,x4,Rally,0,16.4,F
huze427,5,x5,Rally,0,16.4,F
huze427,6,x6,Rally,1,16.4,F
huze427,7,x7,Rally,1,16.4,F
huze427,8,x8,Rally,1,16.4,F
huze427,9,x9,Rally,1,16.4,F
huze427,10,x10,Rally,1,16.4,F
huze427,11,x11,Subtraction1,0,14.975,F
huze427,12,x12,Subtraction1,0,14.975,F
huze427,13,x13,Subtraction1,1,14.975,F
huze427,14,x14,Division1,0,8.239666666666666,F
huze427,15,x15,Division1,0,8.239666666666666,F
huze427,16,x16,Division1,0,8.239666666666666,F
huze427,17,x17,BasicGeometry,1,28.6416,F
huze427,18,x18,BasicGeometry,1,28.6416,F
huze427,19,x19,BasicGeometry,1,28.6416,F
huze427,20,x20,BasicGeometry,0,28.6416,F
huze427,21,x21,BasicGeometry,1,28.6416,F
huze427,22,x22,RainfallStatistics,1,22.104666666666667,F
huze427,23,x23,RainfallStatistics,1,22.104666666666667,F
huze427,24,x24,RainfallStatistics,1,22.104666666666667,F
huze427,25,x25,MissingNumber_Subtraction,0,9.987,F
huze427,26,x26,MissingNumber_Subtraction,0,9.987,F
huze427,27,x27,MissingNumber_Subtraction,0,9.987,F
huze427,28,x28,Addition2,1,7.50475,F
huze427,29,x29,Addition2,1,7.50475,F
huze427,30,x30,Addition2,1,7.50475,F
huze427,31,x31,Addition2,0,7.50475,F
huze427,32,x32,Subtraction2,1,9.48925,F
huze427,33,x33,Subtraction2,1,9.48925,F
huze427,34,x34,Subtraction2,1,9.48925,F
huze427,35,x35,Subtraction2,1,9.48925,F
huze427,36,x36,WordPuzzle,0,8.4575,F
huze427,37,x37,WordPuzzle,0,8.4575,F
huze427,38,x38,Subtraction3,0,25.445,F
huze427,39,x39,Subtraction3,1,25.445,F
huze427,40,x40,Subtraction3,0,25.445,F
huze427,41,x41,Multiplication2,0,0.7115,F
huze427,42,x42,Multiplication2,0,0.7115,F
huze427,43,x43,Multiplication2,0,0.7115,F
huze427,44,x44,Multiplication2,0,0.7115,F
huze427,45,x45,MapDistance,0,0.9853333333333334,F
huze427,46,x46,MapDistance,0,0.9853333333333334,F
huze427,47,x47,MapDistance,0,0.9853333333333334,F
huze427,48,x48,MissingNumber_Division,0,0.7045,F
huze427,49,x49,MissingNumber_Division,0,0.7045,F
huze427,50,x50,LogicalReasoning,0,6.4665,F
huze427,51,x51,LogicalReasoning,1,6.4665,F
huze427,52,x52,LogicalReasoning,1,6.4665,F
huze427,53,x53,LogicalReasoning,1,6.4665,F
huze427,54,x54,Division3,0,3.614,F
huze427,55,x55,Division3,0,3.614,F
huze427,56,x56,Division3,0,3.614,F
huze427,57,x57,DebugRobotCode,0,8.0,F
jaxe723,1,x1,Rally,0,7.7,F
jaxe723,2,x2,Rally,1,7.7,F
jaxe723,3,x3,Rally,1,7.7,F
jaxe723,4,x4,Rally,1,7.7,F
jaxe723,5,x5,Rally,1,7.7,F
jaxe723,6,x6,Rally,1,7.7,F
jaxe723,7,x7,Rally,0,7.7,F
jaxe723,8,x8,Rally,1,7.7,F
jaxe723,9,x9,Rally,1,7.7,F
jaxe723,10,x10,Rally,1,7.7,F
jaxe723,11,x11,Subtraction1,1,9.618,F
jaxe723,12,x12,Subtraction1,1,9.618,F
jaxe723,13,x13,Subtraction1,1,9.618,F
jaxe723,14,x14,Division1,0,12.811333333333334,F
jaxe723,15,x15,Division1,0,12.811333333333334,F
jaxe723,16,x16,Division1,1,12.811333333333334,F
jaxe723,17,x17,BasicGeometry,1,7.750199999999999,F
jaxe723,18,x18,BasicGeometry,1,7.750199999999999,F
jaxe723,19,x19,BasicGeometry,0,7.750199999999999,F
jaxe723,20,x20,BasicGeometry,0,7.750199999999999,F
jaxe723,21,x21,BasicGeometry,1,7.750199999999999,F
jaxe723,22,x22,RainfallStatistics,1,19.167,F
jaxe723,23,x23,RainfallStatistics,1,19.167,F
jaxe723,24,x24,RainfallStatistics,1,19.167,F
jaxe723,25,x25,MissingNumber_Subtraction,1,7.123333333333333,F
jaxe723,26,x26,MissingNumber_Subtraction,1,7.123333333333333,F
jaxe723,27,x27,MissingNumber_Subtraction,1,7.123333333333333,F
jaxe723,28,x28,Addition2,1,9.71375,F
jaxe723,29,x29,Addition2,1,9.71375,F
jaxe723,30,x30,Addition2,1,9.71375,F
jaxe723,31,x31,Addition2,1,9.71375,F
jaxe723,32,x32,Subtraction2,1,11.219,F
jaxe723,33,x33,Subtraction2,1,11.219,F
jaxe723,34,x34,Subtraction2,1,11.219,F
jaxe723,35,x35,Subtraction2,0,11.219,F
jaxe723,36,x36,WordPuzzle,1,45.477,F
jaxe723,37,x37,WordPuzzle,1,45.477,F
jaxe723,38,x38,Subtraction3,1,7.165,F
jaxe723,39,x39,Subtraction3,1,7.165,F
jaxe723,40,x40,Subtraction3,1,7.165,F
jaxe723,41,x41,Multiplication2,0,17.031,F
jaxe723,42,x42,Multiplication2,1,17.031,F
jaxe723,43,x43,Multiplication2,1,17.031,F
jaxe723,44,x44,Multiplication2,1,17.031,F
jaxe723,45,x45,MapDistance,1,22.956666666666667,F
jaxe723,46,x46,MapDistance,1,22.956666666666667,F
jaxe723,47,x47,MapDistance,1,22.956666666666667,F
jaxe723,48,x48,MissingNumber_Division,1,11.241,F
jaxe723,49,x49,MissingNumber_Division,1,11.241,F
jaxe723,50,x50,LogicalReasoning,1,17.9825,F
jaxe723,51,x51,LogicalReasoning,1,17.9825,F
jaxe723,52,x52,LogicalReasoning,1,17.9825,F
jaxe723,53,x53,LogicalReasoning,0,17.9825,F
jaxe723,54,x54,Division3,1,40.224,F
jaxe723,55,x55,Division3,0,40.224,F
jaxe723,56,x56,Division3,1,40.224,F
